"true_model","bic_true_model","nknots_PELT","bic_PELT","nknots_BS","bic_BS","nknots_WBS","bic_WBS","nknots_flasso","bic_flasso","nknots_adaflasso","bic_adaflasso","best_iter","nknots_best_iter","min_bic_flasso"
NA,6896.68930460089,5,42.6672101922538,5,43.111683753046,5,43.111683753046,0,6896.68370008608,0,6896.68370008607,1,0,6896.6837
NA,6874.04412911728,6,45.4541013034965,6,52.297476713475,7,52.2826673916926,0,6873.88761910165,0,6873.88761910166,1,0,6873.88762
NA,6910.42671960335,5,57.4160276911673,5,57.4160276911673,5,57.4160276911673,0,6902.85558509677,0,6902.85558509678,1,0,6902.85559
NA,6895.10217332578,6,49.8062238595396,6,50.1787491695969,6,50.1787491695969,0,6894.94145633749,0,6894.94145633748,1,0,6894.94146
NA,6911.7274265819,6,56.536204068995,7,70.4767887067813,7,70.4767887067813,0,6907.20491657795,0,6907.20491657795,1,0,6907.20492
NA,6990.88224564711,5,121.753435897254,5,128.799531575,5,128.799531575,0,6990.53915039022,0,6990.53915039022,1,0,6990.53915
NA,6911.81972786983,6,79.2780952107592,7,86.7007060592517,7,86.7007060592517,0,6910.95014835295,0,6910.95014835296,1,0,6910.95015
NA,6901.04599035981,6,57.2348547431743,7,63.4300323314411,7,63.8103914577539,0,6900.76673538481,0,6900.76673538481,1,0,6900.76674
NA,7017.79267601221,5,171.389057245489,6,176.333731231411,5,177.599239209346,0,7016.99582250793,0,7016.99582250792,1,0,7016.99582
NA,6902.30793625525,6,47.7049430555652,6,51.1552702121594,6,51.1552702121594,0,6900.7089516389,0,6900.7089516389,1,0,6900.70895
NA,6911.88371912153,6,70.7602972422385,6,78.4607350392841,7,78.3315838913641,0,6907.7384301753,0,6907.73843017531,1,0,6907.73843
NA,6974.03829352607,6,137.187940077269,7,145.785387946784,6,148.204125815819,0,6973.47406321427,0,6973.47406321427,1,0,6973.47406
NA,6867.95112649332,6,-7.60303944394633,6,-7.60303944394633,6,-7.60303944394633,0,6862.07746549632,0,6862.07746549634,1,0,6862.07747
NA,6835.8008472722,6,-20.2129960929731,5,-7.51373783633791,5,-7.50037191155296,0,6833.53137143386,0,6833.53137143386,1,0,6833.53137
NA,6867.37587141044,5,-0.812981748714577,5,-0.812981748714577,5,-0.812981748714577,0,6866.72703994262,0,6866.72703994262,1,0,6866.72704
NA,6893.81684416686,5,46.277612269385,7,51.6948882726764,7,53.1275844375271,0,6891.39679442322,0,6891.39679442318,1,0,6891.39679
